id,usd_price
1,67327.12357478125
2,74726.65919927637
3,108558.40630451265
4,101638.25227441269
5,185652.7265885105
6,62826.51683007094
7,230066.16942032202
8,125326.48092993199
9,87213.38362741689
10,64925.36340052522
11,161705.47496497288
12,170231.6999970156
13,65547.67897469614
14,141786.48770070943
15,94241.30964565513
16,88624.25822362273
17,137941.56404714345
18,78641.17632072244
19,63661.31037364932
20,52887.026856851495
21,75041.68264032419
22,81927.80128192992
23,64610.271481927295
24,71754.66199688509
25,59547.240487712486
26,122598.8519709504
27,47044.21623092941
28,104181.22477082198
29,171599.37020936352
30,107596.14990684489
31,66113.39765783622
32,193598.75218113163
33,62816.2033353196
34,73121.26357242466
35,92103.94050812541
36,48025.40678588699
37,134958.4277225502
38,110602.30320284939
39,118922.3462005577
40,206145.73009192984
41,98526.7648271274
42,75139.09876308488
43,66113.39765783622
44,54866.81122070724
45,90243.18435976011
46,80477.82860955171
47,145414.8128356873
48,110200.10271614541
49,68018.20315903088
50,58435.645822022845
51,135213.59083344555
52,87254.51315854958
53,65485.41343140722
54,87554.27022007108
55,221625.67754634426
56,105926.26650431559
57,74289.07390637105
58,93340.1006772174
59,103904.39768399607
60,93482.30430990594
61,62359.93827736506
62,155164.87780289966
63,70123.56036119394
64,96742.87053402113
65,92556.70192710905
66,57690.40516854999
67,137253.2565072139
68,184744.3348365874
69,86643.00826464067
70,128809.9703482052
71,74950.31631464408
72,61751.92534199135
73,101092.09868765091
74,162040.78552253882
75,104188.4120009338
76,162047.39059494165
77,98742.2040208688
78,116014.12783029738
79,117290.76959013948
80,99830.16428390547
81,76754.36013678987
82,164295.12785777025
83,80082.52298225038
84,66720.80739493227
85,64906.393305526486
86,45877.93696395835
87,100924.79304337497
88,65171.810721230155
89,75277.64408848336
90,86199.2447036371
91,105072.34203189689
92,70465.36364608601
93,98021.02218100542
94,158870.46051729703
95,156555.0113175261
96,60217.42309611367
97,195546.1691412099
98,54888.621552375145
99,73204.90050381853
100,99807.7909497705
101,212846.50420323867
