id,usd_price
1,66071.44964445102
2,78330.15063381044
3,100924.856201609
4,95041.67805975015
5,188927.88152334545
6,63929.90904291992
7,235791.3863782634
8,135855.8196983684
9,90500.94162999773
10,68966.74207264151
11,171852.24096337543
12,185467.9148112428
13,61731.04420937094
14,148569.8316921566
15,96023.10087680469
16,89427.36602907784
17,153115.68685704036
18,85329.39581659014
19,58571.5062712652
20,55703.804496716766
21,77509.23882081383
22,80334.06911463206
23,68882.99489571377
24,70114.21210797994
25,63649.18714263137
26,126791.94150013835
27,46821.16587055932
28,91771.13787799291
29,178821.04870179092
30,115971.13214889678
31,67913.0462315037
32,199699.54330940527
33,61804.03635034241
34,76933.13509948042
35,68750.2565556008
36,48682.333764500436
37,139367.0473624475
38,113259.58368843274
39,123077.81786295357
40,176858.91209866753
41,111969.94373285407
42,73686.88645263003
43,68167.3439870423
44,53919.987796002046
45,94057.53048491718
46,59485.85786211775
47,164182.95186710614
48,113760.27950999155
49,70970.56891200725
50,53893.37527477306
51,145514.98077022188
52,89198.15860589378
53,67692.77328507304
54,96287.47315570929
55,246547.32089234874
56,107008.99901987883
57,74341.8345383839
58,90616.59367497817
59,103343.41372592193
60,98466.90707035662
61,59460.783554388
62,160410.33045742926
63,70159.37279807749
64,107923.76797214558
65,94931.66897839928
66,60265.00636383299
67,140563.50143372617
68,181493.99201608816
69,86740.28224039236
70,122057.68442042149
71,75946.45891613662
72,59409.1597971664
73,101168.79902405984
74,125891.50098207983
75,118564.22551867642
76,164731.6745483016
77,100936.93005593253
78,119794.90249214786
79,89722.66928395507
80,95104.51067744603
81,77234.39952597728
82,164430.51471726105
83,77783.54053786713
84,67729.09762802083
85,68033.49902700227
86,46340.57526556137
87,105119.83284437592
88,64386.59409547272
89,78244.19833734352
90,87367.76099902592
91,89719.38801545875
92,76294.00404504978
93,91839.05337112879
94,160894.45568654686
95,166403.85830303456
96,55883.30548539182
97,206202.26919541592
98,51274.99618963037
99,76738.67614932962
100,109773.83473346816
101,231722.18435612443
102,52142.50137221511
103,189696.8392777907
104,112024.25207313497
105,106436.73699062034
106,269884.9817446865
107,105279.93207687842
108,175760.71858202273
109,329983.848877288
110,114571.37266175794
111,86570.93421183931
112,167715.8045712062
113,155880.02244490702
114,55690.7959451829
115,93116.33685825406
116,232789.3784458258
117,50379.49307040739
118,77069.36311635686
119,161680.91465770014
120,148820.1942346852
121,102875.9308259295
122,66680.17838411433
123,309670.9189392384
124,429580.8975347774
125,70531.28034206813
126,66878.37411556751
127,105852.16344958649
128,74966.09676245015
129,124750.40124516425
130,54625.23761201218
131,147609.38789142217
132,42009.828361292995
133,107288.72411756872
134,71465.59887453113
135,105852.16344958649
136,69937.2226771569
137,131414.92704219796
138,60529.2399094265
139,99606.85884454202
140,62949.62905675963
141,131129.43046546596
142,122703.13656813573
143,1018527.9000775325
144,78914.04156487681
145,68497.49305854873
146,107135.3438482222
147,77086.09058795885
148,64741.626724654314
149,81362.51181647865
150,64456.4810183552
151,59245.32668712665
152,102786.41415481747
153,105600.86822257929
154,153181.18934506856
155,46763.20330862383
156,46143.81479619097
157,166129.39287662826
158,149080.70450449138
159,296079.3126827187
160,211887.77215167202
161,103418.15809752193
162,53988.00782249598
163,146467.22027040154
164,136446.49179730087
165,66698.58019565568
166,105142.5514796988
167,143736.8065667283
168,60434.58207702082
169,67700.89239652488
170,54934.62541031029
171,56885.08736383772
172,57434.397462810426
173,135841.0509256027
174,294611.1034640714
175,168459.57024238494
176,115794.62019291076
177,82112.22152478433
178,60894.915507227845
179,146977.7508690803
180,57066.43235472279
181,99693.89274611755
182,102026.45755647091
183,139337.69941406007
184,84913.43054138104
185,97311.98268983826
186,102086.41071788287
187,88611.47887182838
188,86943.39513049746
189,65714.39459491533
190,123640.37070228223
191,110827.7761513443
192,96418.92970472336
193,59937.79842280494
194,55555.92726039217
195,89083.05263953033
196,130217.70834268267
197,105502.74993357882
198,84384.14624403865
199,93231.32910610386
200,143161.43123409606
201,159927.30560932032
202,132740.10242841227
203,95565.95190696111
204,54784.97640955766
205,101170.21265238443
206,114717.5244283901
207,84743.83604218192
208,67504.17793562777
209,123770.20232996823
210,172052.1851388932
211,59542.25506939331
212,132544.60959615262
213,91512.1317453049
214,159630.99467376716
215,59086.170361340344
216,137989.48134957827
217,74684.5369869595
218,102293.58180526904
219,104036.66239552193
220,132509.2536340557
221,60172.36770514448
222,105069.09477944313
223,94954.05269281198
224,47273.873411862165
225,51127.21914978308
226,58878.66124117744
227,101562.51098666899
228,148382.64592507677
229,65534.567757856144
230,104478.38379529142
231,189727.99636669274
232,72770.92339204975
233,122721.12148739351
234,104551.51992278361
235,160196.46036886124
236,178732.46289670895
237,169038.09711357186
238,102615.63860580514
239,75349.57382936605
240,180611.57444045824
241,79992.5096446407
242,60869.48965349997
243,122011.79283551949
244,62859.17883671413
245,80420.63802180049
246,409759.631352618
247,63584.04980254887
248,140118.5818431384
249,121858.2521186168
250,92748.57035851754
251,123910.08281899385
252,101117.9705324104
253,109848.74251470332
254,57430.5409559863
255,58099.12244806798
256,71050.01983423794
257,97981.63911195751
258,157285.90816577664
259,91851.35620300054
260,70298.07814764726
261,78274.66141516912
262,128012.69222787923
263,58647.82008331267
264,83635.5428216659
265,113865.48730023601
266,74515.76228326223
267,106883.96133881413
268,121170.7558937394
269,70696.51137837372
270,97130.79701484833
271,46677.75834345345
272,148259.68957834877
273,47082.9564033277
274,130239.47470141991
275,111280.81250158699
276,95421.26165473375
277,171270.72355508216
278,48995.00769881626
279,123587.03306516784
280,78627.9390440804
281,49702.884186010655
282,56678.66896067561
283,274456.5036962845
284,159979.15931935335
285,53619.46056482414
286,77981.53227244115
287,72546.04391098474
288,108213.54041586682
289,78796.61478079186
290,59961.84175800666
291,90961.48678729325
292,130130.92203753818
293,70665.34810802617
294,172163.05185852593
295,76649.50610005978
296,62649.74935010516
297,170748.1682460845
298,138331.4838642699
299,127689.42524268116
300,101305.34711049416
301,63542.30232440906
302,109008.88263282781
303,174083.59666906527
304,51412.74754445957
305,50755.257184757436
306,133295.56151632793
307,84964.40078963866
308,111075.33473348066
309,67709.21897400718
310,83975.55154004134
311,132980.25475579393
312,61293.99637590576
313,145216.68382703938
314,79619.24390192883
315,70309.17557328142
316,52928.403275825716
317,73647.28920741724
318,50877.16177767982
319,144893.69379989096
320,228629.25717983555
321,61867.35100183557
322,51022.66446543687
323,85113.0813177787
324,117155.93240775376
325,83227.90256428061
326,189347.51187941956
327,101130.5327809008
328,62740.04688828919
329,84072.59454572531
330,124881.59721318936
331,50647.64743951448
332,49284.349290606624
333,106970.52945658051
334,281510.84459994966
335,69484.52533397914
336,129504.07558460212
337,115876.48094678273
338,63594.38567960009
339,61257.18815768188
340,61139.340355443346
341,249853.68290803223
342,95016.31274617801
343,42386.11890547502
344,178135.91631543284
345,49731.28802524841
346,126654.87086821989
347,62451.33894637411
348,40293.80708367851
349,96004.13196537897
350,149197.73301936034
351,218734.81983950507
352,126985.06606911644
353,104390.16214879941
354,124968.2226277318
355,170246.1257531707
356,69161.96653655132
357,110101.71054037525
358,163581.29703102383
359,394973.5539059421
360,75012.23505849885
361,132827.90782911895
362,123633.35109810275
363,64627.495147767026
364,113557.41640676641
365,98315.74278616185
366,50648.176735875175
367,42126.6890392349
368,129876.82891344673
369,149492.40340356744
370,75958.03371040525
371,47208.8385123395
372,86777.34645700027
373,72200.4499823857
374,69922.98965497398
375,182708.66349809055
376,159006.9503230873
377,101145.49501852285
378,86939.0797330328
379,128400.56867161155
380,105613.07558702734
381,96958.66889236671
382,70189.70277196985
383,94990.76258847683
384,46726.32818657615
385,70528.65733530765
386,68507.98824094747
387,83311.6402691926
388,160436.4282964221
389,57741.701667352216
390,95235.79798738855
391,52097.318008372196
392,203507.5807701153
393,218330.13570164642
394,88632.93538893177
395,125610.58366071654
396,113417.92860693164
397,143859.11720079163
398,180745.528322877
399,81571.69299305038
400,52620.049473916566
401,63330.95945036015
402,55593.91294371593
403,78193.5101932427
404,97861.69634101677
405,118374.06724668814
406,61557.66096275895
407,78772.57679107391
408,132250.07063209813
409,62684.235209320286
410,72929.37534501949
411,53829.68484046683
412,151591.6212347877
413,266871.61019051034
414,93423.16321522687
415,68818.56556463432
416,159311.05524111603
417,134347.815392575
418,47319.05127103899
419,53539.96875437113
420,121277.99362775382
421,167491.6782511613
422,94130.8201253744
423,91580.4634585139
424,98585.40840095266
425,78958.7624227575
426,117039.47412552575
427,55994.355288587365
428,104408.626590156
429,94713.73031297473
430,68116.80829083988
431,92292.25462562717
432,82963.2251539344
433,132726.46164281236
434,78953.9646902558
435,61517.07689665967
436,57498.62528368284
437,77427.55631733655
438,89490.49691692887
439,199499.4109155354
440,245855.36646918292
441,281755.0295536754
442,63906.40238901261
443,107184.6579689281
444,102701.91131810722
445,47457.397542915314
446,63896.73770255419
447,54208.75227772149
448,128407.42592034704
449,123555.74052096978
450,100311.69221341153
451,93440.65130106792
452,108414.78170821456
453,116586.84553514865
454,146408.69169548055
455,153218.25758509984
456,53884.33051257401
457,54484.88456319715
458,85486.45293090503
459,72744.7517104441
460,311072.85329521
461,66153.29674113764
462,270288.32476497977
463,139721.1343059956
464,73075.6276743942
465,63709.12506530106
466,235489.38931303978
467,175195.32063524908
468,222945.84503861968
469,66562.20268792623
470,184541.72042538773
471,141985.65221912478
472,84088.63650466279
473,48556.86808772659
474,109671.56853487469
475,76439.10269645904
476,68206.73864807576
477,317737.00017950125
478,112132.16693268385
479,43150.84593902949
480,48655.13495049831
481,114702.39127791407
482,121691.30398790936
483,65734.01116949212
484,69183.5311066205
485,131283.22819523662
486,146131.4984113915
487,79989.76406059085
488,103002.5687777786
489,83352.21737799747
490,276154.3405792839
491,134828.8260925945
492,57631.91273202244
493,150901.3706737089
494,67670.97021222793
